Rank,Address,Balance
12,"3LYJfcfHPXYJreMsASk2jkn69LWEYKzexbwallet: Binance-BTCB-ReserveBalance:68,200 BTC ($4,092,917,902) Ins:100 Outs:54","68,200 BTC ($4,092,917,902)"
13,"bc1qcv8h9hp5w8c4qpze0a4tdxw6qjtvg8yps23k0g3aymxx7jlesv4q4t..6f65wallet: Kraken-coldwallet 7d:-399.69 BTC / 30d:-767.71 BTCBalance:59,705 BTC ($3,583,104,093) Ins:89 Outs:32","59,705 BTC ($3,583,104,093)"
14,"1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeCBalance:53,880 BTC ($3,233,528,765) Ins:184 Outs:0","53,880 BTC ($3,233,528,765)"
15,"1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtABalance:51,830 BTC ($3,110,521,343) Ins:130 Outs:0","51,830 BTC ($3,110,521,343)"
16,"bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3q..fgprwallet: Coincheck 7d:+47.43 BTC / 30d:+162.01 BTCBalance:46,084 BTC ($2,765,654,857) Ins:931 Outs:887","46,084 BTC ($2,765,654,857)"
17,"3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc 30d:+45177 BTCBalance:45,177 BTC ($2,711,251,095) Ins:3 Outs:0","45,177 BTC ($2,711,251,095)"
18,"1LruNZjwamWJXThX2Y8C2d47QqhAkkc5osBalance:44,000 BTC ($2,640,597,178) Ins:60 Outs:0","44,000 BTC ($2,640,597,178)"
19,"3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgdwallet: OKExBalance:41,663 BTC ($2,500,334,554) Ins:450 Outs:215","41,663 BTC ($2,500,334,554)"
21,"3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6awallet: Binance-coldwalletBalance:37,927 BTC ($2,276,134,944) Ins:36 Outs:0","37,927 BTC ($2,276,134,944)"
22,"bc1q7ydrtdn8z62xhslqyqtyt38mm4e2c4h3mxjkugwallet: UK-Gov-ConfiscatedBalance:36,000 BTC ($2,160,509,726) Ins:45 Outs:0","36,000 BTC ($2,160,509,726)"
23,"bc1qk4m9zv5tnxf2pddd565wugsjrkqkfn90aa0wypj2530f4f7tjwrqnt..penswallet: BITMEX-coldwalletBalance:35,277 BTC ($2,117,110,383) Ins:77 Outs:3","35,277 BTC ($2,117,110,383)"
24,"12Gws9EsEiDZLinu2SWkHdk7TcobjTau9uwallet: MtGox-coldwalletBalance:32,371 BTC ($1,942,714,791) Ins:6 Outs:0","32,371 BTC ($1,942,714,791)"
25,"12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8FxBalance:32,321 BTC ($1,939,694,957) Ins:47 Outs:10","32,321 BTC ($1,939,694,957)"
26,"bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4wallet: Binance-PoolBalance:31,643 BTC ($1,899,029,747) Ins:4748 Outs:1","31,643 BTC ($1,899,029,747)"
27,"3FHNBLobJnbCTFTVakh5TXmEneyf5PT61Bwallet: Binance-coldwalletBalance:31,275 BTC ($1,876,941,914) Ins:38 Outs:0","31,275 BTC ($1,876,941,914)"
28,"12ib7dApVFvg82TXKycWBNpN8kFyiAN1drwallet: 967Balance:31,000 BTC ($1,860,421,526) Ins:174 Outs:4","31,000 BTC ($1,860,421,526)"
29,"12tkqA9xSoowkzoERHMWNKsTey55YEBqkvBalance:28,151 BTC ($1,689,442,298) Ins:158 Outs:0","28,151 BTC ($1,689,442,298)"
30,"39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYwBalance:26,139 BTC ($1,568,714,740) Ins:7 Outs:1","26,139 BTC ($1,568,714,740)"
31,"bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9wallet: Crypto.com-coldwallet 7d:-110.3 BTC / 30d:+122.21 BTCBalance:25,869 BTC ($1,552,509,371) Ins:28830 Outs:26978","25,869 BTC ($1,552,509,371)"
32,"1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7wallet: Binance-coldwallet 7d:-4926 BTC / 30d:+19328 BTCBalance:24,789 BTC ($1,487,666,310) Ins:84 Outs:60","24,789 BTC ($1,487,666,310)"
33,"17MWdxfjPYP2PYhdy885QtihfbW181r1rnBalance:24,495 BTC ($1,470,050,590) Ins:24 Outs:0","24,495 BTC ($1,470,050,590)"
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,444,342,127) Ins:313 Outs:224","24,067 BTC ($1,444,342,127)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,438,462,586) Ins:28 Outs:0","23,969 BTC ($1,438,462,586)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,402,814,877) Ins:44 Outs:2","23,375 BTC ($1,402,814,877)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,399,678,363) Ins:16 Outs:0","23,323 BTC ($1,399,678,363)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,385,387,985) Ins:27 Outs:0","23,085 BTC ($1,385,387,985)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+126.82 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,361,972,346) Ins:5145 Outs:5118","22,694 BTC ($1,361,972,346)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,216,562,405) Ins:13 Outs:2","20,271 BTC ($1,216,562,405)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,209,571,095) Ins:135 Outs:125","20,155 BTC ($1,209,571,095)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,200,749,320) Ins:79 Outs:1","20,008 BTC ($1,200,749,320)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,188,265,918) Ins:17 Outs:0","19,800 BTC ($1,188,265,918)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,165,127,089) Ins:115 Outs:0","19,414 BTC ($1,165,127,089)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,152,787,960) Ins:69 Outs:45","19,209 BTC ($1,152,787,960)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,128,256,261) Ins:516 Outs:511","18,800 BTC ($1,128,256,261)"
47,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,113,761,820) Ins:1220 Outs:162","18,559 BTC ($1,113,761,820)"
48,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+175.42 BTC / 30d:-1.81 BTCBalance:18,552 BTC ($1,113,376,392) Ins:34516 Outs:29728","18,552 BTC ($1,113,376,392)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,104,250,357) Ins:4 Outs:0","18,400 BTC ($1,104,250,357)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-42.09 BTC / 30d:+297.32 BTCBalance:17,996 BTC ($1,080,011,501) Ins:3485 Outs:3462","17,996 BTC ($1,080,011,501)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:-500 BTC / 30d:+6525 BTCBalance:17,276 BTC ($1,036,768,877) Ins:320 Outs:139","17,276 BTC ($1,036,768,877)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+784.57 BTC / 30d:+16569 BTCBalance:16,569 BTC ($994,348,923) Ins:10 Outs:0","16,569 BTC ($994,348,923)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($978,617,144) Ins:15 Outs:0","16,307 BTC ($978,617,144)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($970,053,653) Ins:5 Outs:0","16,164 BTC ($970,053,653)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($944,945,421) Ins:76 Outs:1","15,746 BTC ($944,945,421)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($866,633,966) Ins:104 Outs:6","14,441 BTC ($866,633,966)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($849,922,995) Ins:304 Outs:270","14,162 BTC ($849,922,995)"
58,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ek 7d:+14002 BTC / 30d:+14002 BTCBalance:14,002 BTC ($840,298,570) Ins:774 Outs:767","14,002 BTC ($840,298,570)"
59,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($840,188,426) Ins:61 Outs:0","14,000 BTC ($840,188,426)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($822,924,314) Ins:144 Outs:37","13,712 BTC ($822,924,314)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($780,356,286) Ins:19 Outs:0","13,003 BTC ($780,356,286)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($774,160,333) Ins:42 Outs:3","12,900 BTC ($774,160,333)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($771,651,293) Ins:19 Outs:0","12,858 BTC ($771,651,293)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($736,186,436) Ins:3 Outs:0","12,267 BTC ($736,186,436)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($730,484,193) Ins:50 Outs:21","12,172 BTC ($730,484,193)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($730,083,501) Ins:969 Outs:148","12,165 BTC ($730,083,501)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($720,170,350) Ins:1 Outs:0","12,000 BTC ($720,170,350)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-74.52 BTC / 30d:-1604 BTCBalance:11,126 BTC ($667,690,253) Ins:297 Outs:296","11,126 BTC ($667,690,253)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($655,041,405) Ins:1 Outs:0","10,915 BTC ($655,041,405)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($651,766,126) Ins:140 Outs:61","10,860 BTC ($651,766,126)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($646,377,073) Ins:104 Outs:0","10,771 BTC ($646,377,073)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($639,143,305) Ins:3 Outs:1","10,650 BTC ($639,143,305)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2819 BTCBalance:10,634 BTC ($638,158,921) Ins:1070 Outs:1019","10,634 BTC ($638,158,921)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($630,141,598) Ins:3 Outs:0","10,500 BTC ($630,141,598)"
75,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($628,611,996) Ins:2 Outs:0","10,475 BTC ($628,611,996)"
76,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($613,140,687) Ins:1599 Outs:0","10,217 BTC ($613,140,687)"
77,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2162 BTC / 30d:+3484 BTCBalance:10,043 BTC ($602,712,151) Ins:89 Outs:45","10,043 BTC ($602,712,151)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($600,690,460) Ins:82 Outs:0","10,009 BTC ($600,690,460)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($600,239,009) Ins:9 Outs:0","10,002 BTC ($600,239,009)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($600,139,244) Ins:50 Outs:0","10,000 BTC ($600,139,244)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($600,136,676) Ins:62 Outs:0","10,000 BTC ($600,136,676)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($600,136,052) Ins:46 Outs:0","10,000 BTC ($600,136,052)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($600,135,550) Ins:71 Outs:0","10,000 BTC ($600,135,550)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($600,135,307) Ins:56 Outs:0","10,000 BTC ($600,135,307)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($600,135,220) Ins:55 Outs:0","10,000 BTC ($600,135,220)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($600,135,178) Ins:47 Outs:0","10,000 BTC ($600,135,178)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($600,135,158) Ins:44 Outs:0","10,000 BTC ($600,135,158)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($600,135,077) Ins:12 Outs:1","10,000 BTC ($600,135,077)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($600,135,048) Ins:11 Outs:1","10,000 BTC ($600,135,048)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($600,134,994) Ins:12 Outs:1","10,000 BTC ($600,134,994)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($600,134,989) Ins:11 Outs:1","10,000 BTC ($600,134,989)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($600,134,960) Ins:10 Outs:1","10,000 BTC ($600,134,960)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($600,134,883) Ins:8 Outs:1","10,000 BTC ($600,134,883)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($600,134,883) Ins:9 Outs:1","10,000 BTC ($600,134,883)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($600,134,882) Ins:8 Outs:1","10,000 BTC ($600,134,882)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($600,134,881) Ins:7 Outs:1","10,000 BTC ($600,134,881)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($600,134,725) Ins:9 Outs:1","10,000 BTC ($600,134,725)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($600,134,599) Ins:46 Outs:0","10,000 BTC ($600,134,599)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($600,134,549) Ins:27 Outs:0","10,000 BTC ($600,134,549)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($600,134,546) Ins:29 Outs:0","10,000 BTC ($600,134,546)"
