Rank,Address,Balance
11,"bc1qa5wkgaew2dkv56kfvj49j0av5nml45x9ek9hz6wallet: SilkRoad-FBI-Confiscated Balance:69,370 BTC ($4,158,661,710) Ins:90 Outs:0","69,370 BTC ($4,158,661,710)"
12,"3LYJfcfHPXYJreMsASk2jkn69LWEYKzexbwallet: Binance-BTCB-ReserveBalance:68,200 BTC ($4,088,511,177) Ins:100 Outs:54","68,200 BTC ($4,088,511,177)"
13,"bc1qcv8h9hp5w8c4qpze0a4tdxw6qjtvg8yps23k0g3aymxx7jlesv4q4t..6f65wallet: Kraken-coldwallet 7d:-399.69 BTC / 30d:-833.32 BTCBalance:59,705 BTC ($3,579,246,270) Ins:89 Outs:32","59,705 BTC ($3,579,246,270)"
14,"1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeCBalance:53,880 BTC ($3,230,047,319) Ins:184 Outs:0","53,880 BTC ($3,230,047,319)"
15,"1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtABalance:51,830 BTC ($3,107,172,335) Ins:130 Outs:0","51,830 BTC ($3,107,172,335)"
16,"bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3q..fgprwallet: Coincheck 7d:+62.85 BTC / 30d:+253.44 BTCBalance:46,084 BTC ($2,762,677,158) Ins:931 Outs:887","46,084 BTC ($2,762,677,158)"
17,"3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc 30d:+45177 BTCBalance:45,177 BTC ($2,708,331,970) Ins:3 Outs:0","45,177 BTC ($2,708,331,970)"
18,"1LruNZjwamWJXThX2Y8C2d47QqhAkkc5osBalance:44,000 BTC ($2,637,754,125) Ins:60 Outs:0","44,000 BTC ($2,637,754,125)"
19,"3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgdwallet: OKExBalance:41,663 BTC ($2,497,642,517) Ins:450 Outs:215","41,663 BTC ($2,497,642,517)"
21,"3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6awallet: Binance-coldwalletBalance:37,927 BTC ($2,273,684,296) Ins:36 Outs:0","37,927 BTC ($2,273,684,296)"
22,"bc1q7ydrtdn8z62xhslqyqtyt38mm4e2c4h3mxjkugwallet: UK-Gov-ConfiscatedBalance:36,000 BTC ($2,158,183,568) Ins:45 Outs:0","36,000 BTC ($2,158,183,568)"
23,"bc1qk4m9zv5tnxf2pddd565wugsjrkqkfn90aa0wypj2530f4f7tjwrqnt..penswallet: BITMEX-coldwalletBalance:35,277 BTC ($2,114,830,952) Ins:77 Outs:3","35,277 BTC ($2,114,830,952)"
24,"12Gws9EsEiDZLinu2SWkHdk7TcobjTau9uwallet: MtGox-coldwalletBalance:32,371 BTC ($1,940,623,127) Ins:6 Outs:0","32,371 BTC ($1,940,623,127)"
25,"12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8FxBalance:32,321 BTC ($1,937,606,544) Ins:47 Outs:10","32,321 BTC ($1,937,606,544)"
26,"bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4wallet: Binance-PoolBalance:31,643 BTC ($1,896,985,118) Ins:4748 Outs:1","31,643 BTC ($1,896,985,118)"
27,"3FHNBLobJnbCTFTVakh5TXmEneyf5PT61Bwallet: Binance-coldwalletBalance:31,275 BTC ($1,874,921,066) Ins:38 Outs:0","31,275 BTC ($1,874,921,066)"
28,"12ib7dApVFvg82TXKycWBNpN8kFyiAN1drwallet: 967Balance:31,000 BTC ($1,858,418,465) Ins:174 Outs:4","31,000 BTC ($1,858,418,465)"
29,"12tkqA9xSoowkzoERHMWNKsTey55YEBqkvBalance:28,151 BTC ($1,687,623,325) Ins:158 Outs:0","28,151 BTC ($1,687,623,325)"
30,"39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYwBalance:26,139 BTC ($1,567,025,751) Ins:7 Outs:1","26,139 BTC ($1,567,025,751)"
31,"bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9wallet: Crypto.com-coldwallet 7d:+6.9 BTC / 30d:+415.21 BTCBalance:25,854 BTC ($1,549,890,388) Ins:28828 Outs:26978","25,854 BTC ($1,549,890,388)"
32,"1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7wallet: Binance-coldwallet 7d:-4926 BTC / 30d:+19328 BTCBalance:24,789 BTC ($1,486,064,583) Ins:84 Outs:60","24,789 BTC ($1,486,064,583)"
33,"17MWdxfjPYP2PYhdy885QtihfbW181r1rnBalance:24,495 BTC ($1,468,467,830) Ins:24 Outs:0","24,495 BTC ($1,468,467,830)"
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,442,787,046) Ins:313 Outs:224","24,067 BTC ($1,442,787,046)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,436,913,836) Ins:28 Outs:0","23,969 BTC ($1,436,913,836)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,401,304,507) Ins:44 Outs:2","23,375 BTC ($1,401,304,507)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,398,171,370) Ins:16 Outs:0","23,323 BTC ($1,398,171,370)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,383,896,378) Ins:27 Outs:0","23,085 BTC ($1,383,896,378)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+338.35 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,360,505,950) Ins:5145 Outs:5118","22,694 BTC ($1,360,505,950)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,215,252,568) Ins:13 Outs:2","20,271 BTC ($1,215,252,568)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,208,268,785) Ins:135 Outs:125","20,155 BTC ($1,208,268,785)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,199,456,509) Ins:79 Outs:1","20,008 BTC ($1,199,456,509)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,186,986,546) Ins:17 Outs:0","19,800 BTC ($1,186,986,546)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,163,872,631) Ins:115 Outs:0","19,414 BTC ($1,163,872,631)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,151,546,786) Ins:69 Outs:45","19,209 BTC ($1,151,546,786)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,127,041,501) Ins:516 Outs:511","18,800 BTC ($1,127,041,501)"
47,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,112,562,665) Ins:1220 Outs:162","18,559 BTC ($1,112,562,665)"
48,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+187.37 BTC / 30d:+37.75 BTCBalance:18,552 BTC ($1,112,169,556) Ins:34512 Outs:29728","18,552 BTC ($1,112,169,556)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,103,061,443) Ins:4 Outs:0","18,400 BTC ($1,103,061,443)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-39.14 BTC / 30d:+311.56 BTCBalance:17,996 BTC ($1,078,848,684) Ins:3485 Outs:3462","17,996 BTC ($1,078,848,684)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:+6662 BTC / 30d:+6745 BTCBalance:17,276 BTC ($1,035,652,618) Ins:320 Outs:139","17,276 BTC ($1,035,652,618)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+878.94 BTC / 30d:+16569 BTCBalance:16,569 BTC ($993,278,337) Ins:10 Outs:0","16,569 BTC ($993,278,337)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($977,563,496) Ins:15 Outs:0","16,307 BTC ($977,563,496)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($969,009,225) Ins:5 Outs:0","16,164 BTC ($969,009,225)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($943,928,026) Ins:76 Outs:1","15,746 BTC ($943,928,026)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($865,700,886) Ins:104 Outs:6","14,441 BTC ($865,700,886)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($849,007,908) Ins:304 Outs:270","14,162 BTC ($849,007,908)"
58,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ek 7d:+14002 BTC / 30d:+14002 BTCBalance:14,002 BTC ($839,398,632) Ins:764 Outs:757","14,002 BTC ($839,398,632)"
59,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($839,283,820) Ins:61 Outs:0","14,000 BTC ($839,283,820)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($822,038,296) Ins:144 Outs:37","13,712 BTC ($822,038,296)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($779,516,099) Ins:19 Outs:0","13,003 BTC ($779,516,099)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($773,326,817) Ins:42 Outs:3","12,900 BTC ($773,326,817)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($770,820,479) Ins:19 Outs:0","12,858 BTC ($770,820,479)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($735,393,806) Ins:3 Outs:0","12,267 BTC ($735,393,806)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($729,697,702) Ins:50 Outs:21","12,172 BTC ($729,697,702)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($729,297,442) Ins:969 Outs:148","12,165 BTC ($729,297,442)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($719,394,963) Ins:1 Outs:0","12,000 BTC ($719,394,963)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-94.52 BTC / 30d:-1640 BTCBalance:11,126 BTC ($666,971,370) Ins:297 Outs:296","11,126 BTC ($666,971,370)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($654,336,141) Ins:1 Outs:0","10,915 BTC ($654,336,141)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($651,064,388) Ins:140 Outs:61","10,860 BTC ($651,064,388)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($645,681,137) Ins:104 Outs:0","10,771 BTC ($645,681,137)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($638,455,158) Ins:3 Outs:1","10,650 BTC ($638,455,158)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2825 BTCBalance:10,634 BTC ($637,471,834) Ins:1070 Outs:1019","10,634 BTC ($637,471,834)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($629,463,143) Ins:3 Outs:0","10,500 BTC ($629,463,143)"
75,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($627,935,188) Ins:2 Outs:0","10,475 BTC ($627,935,188)"
76,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($612,480,536) Ins:1599 Outs:0","10,217 BTC ($612,480,536)"
77,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2162 BTC / 30d:+3484 BTCBalance:10,043 BTC ($602,063,228) Ins:89 Outs:45","10,043 BTC ($602,063,228)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($600,043,714) Ins:82 Outs:0","10,009 BTC ($600,043,714)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($599,592,749) Ins:9 Outs:0","10,002 BTC ($599,592,749)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($599,493,091) Ins:50 Outs:0","10,000 BTC ($599,493,091)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($599,490,527) Ins:62 Outs:0","10,000 BTC ($599,490,527)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($599,489,903) Ins:46 Outs:0","10,000 BTC ($599,489,903)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($599,489,401) Ins:71 Outs:0","10,000 BTC ($599,489,401)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($599,489,159) Ins:56 Outs:0","10,000 BTC ($599,489,159)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($599,489,072) Ins:55 Outs:0","10,000 BTC ($599,489,072)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($599,489,030) Ins:47 Outs:0","10,000 BTC ($599,489,030)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($599,489,010) Ins:44 Outs:0","10,000 BTC ($599,489,010)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($599,488,929) Ins:12 Outs:1","10,000 BTC ($599,488,929)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($599,488,900) Ins:11 Outs:1","10,000 BTC ($599,488,900)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($599,488,846) Ins:12 Outs:1","10,000 BTC ($599,488,846)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($599,488,841) Ins:11 Outs:1","10,000 BTC ($599,488,841)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($599,488,812) Ins:10 Outs:1","10,000 BTC ($599,488,812)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($599,488,736) Ins:8 Outs:1","10,000 BTC ($599,488,736)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($599,488,735) Ins:9 Outs:1","10,000 BTC ($599,488,735)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($599,488,734) Ins:8 Outs:1","10,000 BTC ($599,488,734)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($599,488,733) Ins:7 Outs:1","10,000 BTC ($599,488,733)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($599,488,577) Ins:9 Outs:1","10,000 BTC ($599,488,577)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($599,488,452) Ins:46 Outs:0","10,000 BTC ($599,488,452)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($599,488,401) Ins:27 Outs:0","10,000 BTC ($599,488,401)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($599,488,399) Ins:29 Outs:0","10,000 BTC ($599,488,399)"
